sequence_index,intent_index,pos,deployment_time,prediction_target_pos,prediction_target_time,window_start_pos,window_start_time,num_nodes,num_edges,cost,budget,budget_ratio,u_track,u_elastic,total_utility,jaccard_intent,jaccard_persist,consensus_hits,deployed_score
102,103,5021,2025-07-29 05:00:00,5022,2025-07-29 06:00:00,5010,2025-07-28 18:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8522555587518909,-0.5738722206240543,0.0,0.0,0,4.926336333155632
103,104,5022,2025-07-29 06:00:00,5023,2025-07-29 07:00:00,5011,2025-07-28 19:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.024590163934023114,0.8546678366091701,-0.560370999728403,0.04918032786804623,0.0,3,3.3982770442962646
104,105,5023,2025-07-29 07:00:00,5024,2025-07-29 08:00:00,5012,2025-07-28 20:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.057923497266615706,0.8582685143615404,-0.5419039941859216,0.04918032786804623,0.06666666666518518,3,1.7726578563451767
105,106,5024,2025-07-29 08:00:00,5025,2025-07-29 09:00:00,5013,2025-07-28 21:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.03337041156755467,0.8602988472787233,-0.5531653705768607,0.032258064515608746,0.03448275861950059,2,1.7181870192289352
106,107,5025,2025-07-29 09:00:00,5026,2025-07-29 10:00:00,5014,2025-07-28 22:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.00793650793638196,0.8525566742872739,-0.5697534088881717,0.01587301587276392,0.0,1,1.8851922005414963
107,108,5026,2025-07-29 10:00:00,5027,2025-07-29 11:00:00,5015,2025-07-28 23:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.030414746543110497,0.8429833901198853,-0.5633009316685018,0.032258064515608746,0.028571428570612248,2,1.9992926269769669
108,109,5027,2025-07-29 11:00:00,5028,2025-07-29 12:00:00,5016,2025-07-29 00:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.00793650793638196,0.8863093533690991,-0.5528770693472591,0.01587301587276392,0.0,1,2.1382243558764458
109,110,5028,2025-07-29 12:00:00,5029,2025-07-29 13:00:00,5017,2025-07-29 01:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8544200236935258,-0.5727899881532368,0.0,0.0,0,2.147762268781662
110,111,5029,2025-07-29 13:00:00,5030,2025-07-29 14:00:00,5018,2025-07-29 02:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8789928741999606,-0.5605035629000193,0.0,0.0,0,2.138583689928055
111,112,5030,2025-07-29 14:00:00,5031,2025-07-29 15:00:00,5019,2025-07-29 03:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8840885532230486,-0.5579557233884753,0.0,0.0,0,2.1098319739103317
112,113,5031,2025-07-29 15:00:00,5032,2025-07-29 16:00:00,5020,2025-07-29 04:00:00,5,5,6.000000000000001,20.0,0.30000000000000004,0.09789540816075924,0.0,-0.2510522959196204,0.10204081632444816,0.09374999999707033,5,1.0707959613401081e-15
113,114,5032,2025-07-29 16:00:00,5033,2025-07-29 17:00:00,5021,2025-07-29 05:00:00,6,4,6.800000000000001,20.0,0.34,0.0908163265281126,0.7977218015301586,0.10426906402913555,0.08163265305955852,0.09999999999666667,4,0.0020177629703539424
114,115,5033,2025-07-29 17:00:00,5034,2025-07-29 18:00:00,5022,2025-07-29 06:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.1018966908776063,0.8796387674423045,-0.5092322708400443,0.08474576271042804,0.11904761904478459,1,2.5355793833732605
115,116,5034,2025-07-29 18:00:00,5035,2025-07-29 19:00:00,5023,2025-07-29 07:00:00,18,10,19.999999999999996,20.0,0.9999999999999998,0.10185185184975995,0.8923022677332446,-0.5029229402084975,0.09259259259087792,0.11111111110864198,0,1.8980740904808044
116,117,5035,2025-07-29 19:00:00,5036,2025-07-29 20:00:00,5024,2025-07-29 08:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8517910959452873,-0.5741044520273559,0.0,0.0,0,2.127685360610485
117,118,5036,2025-07-29 20:00:00,5037,2025-07-29 21:00:00,5025,2025-07-29 09:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.00793650793638196,0.8526117729320749,-0.5697258595657713,0.01587301587276392,0.0,1,2.2159952893853188
118,119,5037,2025-07-29 21:00:00,5038,2025-07-29 22:00:00,5026,2025-07-29 10:00:00,8,4,8.8,20.0,0.44000000000000006,0.08367346938569764,0.0,-0.39816326530715124,0.08163265305955852,0.08571428571183674,4,5.3498142873163734e-12
119,120,5038,2025-07-29 22:00:00,5039,2025-07-29 23:00:00,5027,2025-07-29 11:00:00,8,5,9.0,20.0,0.45,0.11553653719240098,0.7459536951766823,-0.019254883815458368,0.10204081632444816,0.1290322580603538,5,0.1860140562057495
120,121,5039,2025-07-29 23:00:00,5040,2025-07-30 00:00:00,5028,2025-07-29 12:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.2287735849002302,0.8596732599606696,-0.4557765775695498,0.20754716980740479,0.24999999999305558,3,3.265558585524559
121,122,5040,2025-07-30 00:00:00,5041,2025-07-30 01:00:00,5029,2025-07-29 13:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.192118226595548,0.871811041468851,-0.46803536596780015,0.14285714285459183,0.24137931033650417,2,3.1457176581025124
122,123,5041,2025-07-30 01:00:00,5042,2025-07-30 02:00:00,5030,2025-07-29 14:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.09458128078606107,0.8838958409046107,-0.5107614391546638,0.10344827586028538,0.08571428571183674,0,2.798662707209587
123,124,5042,2025-07-30 02:00:00,5043,2025-07-30 03:00:00,5031,2025-07-29 15:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.04244482173079607,0.8567229544820307,-0.5504161118935862,0.032258064515608746,0.05263157894598339,1,2.6715438291430473
124,125,5043,2025-07-30 03:00:00,5044,2025-07-30 04:00:00,5032,2025-07-29 16:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.03938484621075192,0.8600591154035875,-0.55027801919283,0.032258064515608746,0.04651162790589508,1,3.4858523160219193
125,126,5044,2025-07-30 04:00:00,5045,2025-07-30 05:00:00,5033,2025-07-29 17:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8893284257235059,-0.5553357871382467,0.0,0.0,0,4.624771624803543
126,127,5045,2025-07-30 05:00:00,5046,2025-07-30 06:00:00,5034,2025-07-29 18:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.00793650793638196,0.8690556412334596,-0.5615039254150789,0.01587301587276392,0.0,1,4.860194489359856
127,128,5046,2025-07-30 06:00:00,5047,2025-07-30 07:00:00,5035,2025-07-29 19:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.016129032257804373,0.8645918817539263,-0.5596395429941343,0.032258064515608746,0.0,2,3.279152013361454
128,129,5047,2025-07-30 07:00:00,5048,2025-07-30 08:00:00,5036,2025-07-29 20:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.03938484621075192,0.8492306726755651,-0.5556922405568412,0.032258064515608746,0.04651162790589508,2,1.791628286242485
129,130,5048,2025-07-30 08:00:00,5049,2025-07-30 09:00:00,5037,2025-07-29 21:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8437361512280391,-0.5781319243859802,0.0,0.0,0,1.7319160178303719
130,131,5049,2025-07-30 09:00:00,5050,2025-07-30 10:00:00,5038,2025-07-29 22:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.016129032257804373,0.8603171834409757,-0.5617768921506097,0.032258064515608746,0.0,2,1.886220932006836
131,132,5050,2025-07-30 10:00:00,5051,2025-07-30 11:00:00,5039,2025-07-29 23:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.021450021449530246,0.854845501014527,-0.561852238767971,0.01587301587276392,0.027027027026296568,1,2.0040024742484093
132,133,5051,2025-07-30 11:00:00,5052,2025-07-30 12:00:00,5040,2025-07-30 00:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8768613371562127,-0.5615693314218932,0.0,0.0,0,2.127935938537121
133,134,5052,2025-07-30 12:00:00,5053,2025-07-30 13:00:00,5041,2025-07-30 01:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8529604624098706,-0.5735197687950644,0.0,0.0,0,2.1464226692914963
134,135,5053,2025-07-30 13:00:00,5054,2025-07-30 14:00:00,5042,2025-07-30 02:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8645429635840491,-0.5677285182079751,0.0,0.0,0,2.143720954656601
135,136,5054,2025-07-30 14:00:00,5055,2025-07-30 15:00:00,5043,2025-07-30 03:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8708188633878408,-0.5645905683060792,0.0,0.0,0,2.1227627396583557
136,137,5055,2025-07-30 15:00:00,5056,2025-07-30 16:00:00,5044,2025-07-30 04:00:00,4,2,4.4,20.0,0.22000000000000003,0.0474351902911862,0.0,-0.19628240485440693,0.04081632652977926,0.054054054052593135,2,7.703770985277499e-15
137,138,5056,2025-07-30 16:00:00,5057,2025-07-30 17:00:00,5045,2025-07-30 05:00:00,4,2,4.4,20.0,0.22000000000000003,0.05744520030055492,0.483356298205472,0.05040074925301341,0.04081632652977926,0.07407407407133058,2,0.006953697418794036
138,139,5057,2025-07-30 17:00:00,5058,2025-07-30 18:00:00,5046,2025-07-30 06:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.017551892551581665,0.8656824984187198,-0.5583828045148489,0.01587301587276392,0.01923076923039941,0,2.323452912271023
139,140,5058,2025-07-30 18:00:00,5059,2025-07-30 19:00:00,5047,2025-07-30 07:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.07333333333197778,0.8372474302026532,-0.5447096182326842,0.06666666666555555,0.0799999999984,1,2.4666672870516777
140,141,5059,2025-07-30 19:00:00,5060,2025-07-30 20:00:00,5048,2025-07-30 08:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.08999192897312785,0.8744749992903194,-0.517766535868276,0.08474576271042804,0.09523809523582767,2,2.4860437735915184
141,142,5060,2025-07-30 20:00:00,5061,2025-07-30 21:00:00,5049,2025-07-30 09:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.018353174602831614,0.8677463340572638,-0.556950245669952,0.01587301587276392,0.020833333332899308,1,2.225014664232731
142,143,5061,2025-07-30 21:00:00,5062,2025-07-30 22:00:00,5050,2025-07-30 10:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.01857480580849604,0.8730720729841496,-0.5541765606036768,0.01587301587276392,0.02127659574422816,1,2.28667601197958
143,144,5062,2025-07-30 22:00:00,5063,2025-07-30 23:00:00,5051,2025-07-30 11:00:00,13,7,14.399999999999999,20.0,0.72,0.1231527093563646,0.0,-0.6584236453218176,0.1428571428542274,0.10344827585850179,7,4.077964626137548e-11
144,145,5063,2025-07-30 23:00:00,5064,2025-07-31 00:00:00,5052,2025-07-30 12:00:00,10,5,11.0,20.0,0.55,0.1224489795882445,0.777771400846564,-0.09988980978259576,0.10204081632444816,0.14285714285204082,5,0.030908112414181232
145,146,5064,2025-07-31 00:00:00,5065,2025-07-31 01:00:00,5053,2025-07-30 13:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.047845977886970655,0.8781037734770575,-0.5370251243179855,0.04918032786804623,0.04651162790589508,1,2.4609545432031155
146,147,5065,2025-07-31 01:00:00,5066,2025-07-31 02:00:00,5054,2025-07-30 14:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.059473884863444425,0.8435096586134346,-0.5485082282615601,0.04918032786804623,0.06976744185884262,0,2.7894535660743713
147,148,5066,2025-07-31 02:00:00,5067,2025-07-31 03:00:00,5055,2025-07-30 15:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.05868107302415741,0.8699708431025048,-0.5356740419366686,0.04918032786804623,0.0681818181802686,0,2.8493070229887962
148,149,5067,2025-07-31 03:00:00,5068,2025-07-31 04:00:00,5056,2025-07-30 16:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.017936507936181963,0.8825895390725433,-0.549736976495637,0.01587301587276392,0.0199999999996,0,3.600712925195694
149,150,5068,2025-07-31 04:00:00,5069,2025-07-31 05:00:00,5057,2025-07-30 17:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8793765657884087,-0.5603117171057953,0.0,0.0,0,4.712676852941513
150,151,5069,2025-07-31 05:00:00,5070,2025-07-31 06:00:00,5058,2025-07-30 18:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.00793650793638196,0.8635956788487764,-0.5642339066074205,0.01587301587276392,0.0,1,4.858669146895409
151,152,5070,2025-07-31 06:00:00,5071,2025-07-31 07:00:00,5059,2025-07-30 19:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.016129032257804373,0.8579902028871553,-0.5629403824275199,0.032258064515608746,0.0,2,3.249337323009968
152,153,5071,2025-07-31 07:00:00,5072,2025-07-31 08:00:00,5060,2025-07-30 20:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.03573687539467481,0.8572461820533086,-0.5535084712760079,0.032258064515608746,0.03921568627374087,2,1.7433430925011635
153,154,5072,2025-07-31 08:00:00,5073,2025-07-31 09:00:00,5061,2025-07-30 21:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8600484563183475,-0.5699757718408259,0.0,0.0,0,1.6588103659451008
154,155,5073,2025-07-31 09:00:00,5074,2025-07-31 10:00:00,5062,2025-07-30 22:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.016129032257804373,0.8573679166493788,-0.5632515255464081,0.032258064515608746,0.0,2,1.827322468161583
155,156,5074,2025-07-31 10:00:00,5075,2025-07-31 11:00:00,5063,2025-07-30 23:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.030414746543110497,0.864831868310375,-0.5523766925732569,0.032258064515608746,0.028571428570612248,2,1.965281456708908
156,157,5075,2025-07-31 11:00:00,5076,2025-07-31 12:00:00,5064,2025-07-31 00:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.00793650793638196,0.8564190862050317,-0.5678222029292928,0.01587301587276392,0.0,1,2.0631904304027557
157,158,5076,2025-07-31 12:00:00,5077,2025-07-31 13:00:00,5065,2025-07-31 01:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8818258892779779,-0.5590870553610108,0.0,0.0,0,2.0828429386019707
158,159,5077,2025-07-31 13:00:00,5078,2025-07-31 14:00:00,5066,2025-07-31 02:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8694280125048064,-0.5652859937475965,0.0,0.0,0,2.073482595384121
159,160,5078,2025-07-31 14:00:00,5079,2025-07-31 15:00:00,5067,2025-07-31 03:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8512687223791449,-0.5743656388104272,0.0,0.0,0,2.0571814104914665
160,161,5079,2025-07-31 15:00:00,5080,2025-07-31 16:00:00,5068,2025-07-31 04:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.0,0.8530216747118182,-0.5734891626440906,0.0,0.0,0,2.0610198229551315
161,162,5080,2025-07-31 16:00:00,5081,2025-07-31 17:00:00,5069,2025-07-31 05:00:00,4,2,4.4,20.0,0.22000000000000003,0.05266622777997808,0.0,-0.19366688611001098,0.04081632652977926,0.0645161290301769,2,3.0852473370822408e-12
162,163,5081,2025-07-31 17:00:00,5082,2025-07-31 18:00:00,5070,2025-07-31 06:00:00,4,2,4.4,20.0,0.22000000000000003,0.03429705215339272,0.2044092576161268,-0.10064684511524027,0.04081632652977926,0.027777777777006175,2,0.0023354136283160187
163,164,5082,2025-07-31 18:00:00,5083,2025-07-31 19:00:00,5071,2025-07-31 07:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.05137587821925908,0.872428869964299,-0.5380976259082206,0.04918032786804623,0.053571428570471945,0,2.339177429676056
164,165,5083,2025-07-31 19:00:00,5084,2025-07-31 20:00:00,5072,2025-07-31 08:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.07681159420139783,0.8555234229325406,-0.5338324914330305,0.06666666666555555,0.08695652173724008,0,2.4153398275375366
165,166,5084,2025-07-31 20:00:00,5085,2025-07-31 21:00:00,5073,2025-07-31 09:00:00,17,15,19.999999999999993,20.0,0.9999999999999997,0.019841269840860418,0.8700678227905858,-0.5550454536842766,0.01587301587276392,0.023809523808956918,0,2.3796408995985985
166,167,5085,2025-07-31 21:00:00,5086,2025-07-31 22:00:00,5074,2025-07-31 10:00:00,6,4,6.800000000000001,20.0,0.34,0.06938775510039151,0.0,-0.30530612244980426,0.08163265305955852,0.057142857141224496,4,2.6384738117208803e-11
167,168,5086,2025-07-31 22:00:00,5087,2025-07-31 23:00:00,5075,2025-07-31 11:00:00,4,2,4.4,20.0,0.22000000000000003,0.058869701724948806,0.4086161226055222,0.013742912165235488,0.04081632652977926,0.07692307692011835,2,0.03967832843773067
